,Customer ID,Gender,Age,Married,Number of Dependents,Tenure in Months,Phone Service,Internet Service,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Revenue,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer Status,Churn Category
156,0257-KXZGU,Female,29,Yes,Yes,32,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,3110.51,Yes,No,Yes,Yes,No,No,No,0,0
157,0257-ZESQC,Female,80,Yes,No,27,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,2118.89,No,Yes,No,No,No,No,No,1,3
158,0258-NOKBL,Male,22,No,No,3,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,362.89,No,No,Yes,Yes,No,No,Yes,0,0
159,0259-GBZSH,Male,22,No,No,2,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,262.36,Yes,No,No,No,No,Yes,No,1,1
160,0260-ZDLGK,Female,50,No,Yes,9,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,970.81,No,No,No,Yes,Yes,Yes,Yes,1,1
161,0263-FJTQO,Male,53,Yes,Yes,50,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,70.5,5711.15,Yes,Yes,No,No,Yes,Yes,No,0,0
162,0264-CNITK,Female,45,Yes,Yes,71,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.1,3592.73,No,No,No,No,No,No,No,0,0
163,0265-EDXBD,Male,76,Yes,No,32,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,3818.23,Yes,No,No,No,No,No,No,1,3
164,0265-PSUAE,Female,57,Yes,Yes,16,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1959.02,No,Yes,No,Yes,No,Yes,Yes,0,0
165,0266-CLZKZ,Female,45,Yes,Yes,67,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,7909.83,Yes,No,No,Yes,Yes,Yes,Yes,0,0
166,0266-GMEAO,Male,43,Yes,Yes,72,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,9206.23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
167,0268-QKIWO,Female,41,No,No,3,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,132.74,No,No,No,No,No,No,No,1,3
168,0269-XFESX,Male,22,Yes,Yes,23,Yes,No,No,No,One Year,No,Credit Card,24.35,1642.96,Yes,No,No,No,No,No,No,0,0
169,0270-THENM,Male,62,Yes,Yes,72,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,69.85,7119.75,Yes,Yes,Yes,Yes,Yes,No,No,0,0
170,0274-JKUJR,Male,21,Yes,Yes,7,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3.0,465.7,No,Yes,Yes,Yes,No,Yes,Yes,0,0
171,0277-BKSQP,Male,49,Yes,Yes,8,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,487.58,No,No,No,No,No,Yes,No,0,0
172,0277-ORXQS,Male,33,Yes,Yes,66,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3474.55,No,No,No,No,Yes,Yes,Yes,0,0
173,0278-YXOOG,Male,30,No,No,5,Yes,No,No,No,Month-to-Month,No,Credit Card,21.05,285.15,No,No,No,No,No,No,No,1,3
174,0280-XJGEX,Male,38,No,Yes,49,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,7208.47,Yes,No,Yes,Yes,No,Yes,Yes,1,1
175,0281-CNTZX,Male,56,Yes,No,63,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,19.95,3651.48,No,No,No,No,No,No,No,0,0
176,0282-NVSJS,Female,70,Yes,Yes,12,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,No,No,No,No,Yes,No,No,0,0
177,0285-INHLN,Male,54,Yes,Yes,27,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,54.75,2487.43,No,Yes,Yes,No,No,No,No,0,0
178,0289-IVARM,Female,57,No,No,35,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,3550.95,No,Yes,Yes,Yes,No,No,No,0,0
179,0292-WEGCH,Female,40,Yes,Yes,54,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4757.87,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
180,0295-PPHDO,Male,56,No,No,1,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,101.04,Yes,No,No,No,No,Yes,Yes,1,1
181,0295-QVKPB,Male,38,No,No,5,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,63.95,387.9,No,No,No,Yes,Yes,Yes,No,0,0
182,0297-RBCSG,Male,61,No,No,19,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,2085.86,No,No,Yes,No,Yes,No,Yes,0,0
183,0298-XACET,Male,35,Yes,Yes,52,No,Yes,No,Yes,Two Year,No,Credit Card,50.2,2526.99,No,No,Yes,Yes,Yes,Yes,No,0,0
184,0301-FIDRB,Female,61,Yes,Yes,72,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
185,0301-KOBTQ,Male,50,No,No,32,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1081.84,No,No,No,No,No,No,No,0,0
186,0302-JOIVN,Female,47,Yes,No,8,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,977.94,No,No,Yes,Yes,No,Yes,Yes,1,1
187,0303-UNCIP,Male,35,No,No,41,Yes,Yes,Yes,No,One Year,No,Mailed Check,65.0,4211.35,Yes,No,No,Yes,No,No,Yes,0,0
188,0303-WMMRN,Male,32,No,No,5,Yes,No,No,No,Month-to-Month,Yes,Credit Card,19.25,191.1,No,No,No,No,No,No,No,0,0
189,0305-SQECB,Female,54,No,Yes,11,No,Yes,No,No,One Year,Yes,Credit Card,36.05,502.6,No,Yes,No,No,Yes,No,No,0,0
190,0306-JAELE,Male,61,No,No,5,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,608.85,No,No,No,No,Yes,Yes,Yes,1,1
191,0307-BCOPK,Female,62,No,No,16,Yes,No,No,No,One Year,No,Credit Card,19.05,990.81,No,No,No,No,No,No,No,0,0
192,0308-GIQJT,Male,80,No,No,71,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7815.95,Yes,No,Yes,No,Yes,Yes,Yes,0,0
193,0308-IVGOK,Female,23,No,No,11,No,Yes,No,Yes,One Year,Yes,Credit Card,40.4,422.6,No,No,Yes,Yes,Yes,No,No,0,0
194,0310-MVLET,Female,63,Yes,No,61,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,9019.18,Yes,No,Yes,No,No,Yes,Yes,1,2
195,0310-SUCIN,Female,50,Yes,No,71,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,7683.36,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
196,0310-VQXAM,Male,56,No,No,9,Yes,No,No,No,Month-to-Month,No,Credit Card,19.85,545.46,No,No,No,No,No,No,No,0,0
197,0311-QYWSS,Female,63,No,No,6,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,549.56,No,Yes,No,No,No,No,No,0,0
198,0311-UNPFF,Female,58,No,No,26,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,3314.69,No,No,No,No,No,Yes,Yes,1,2
199,0314-TKOSI,Female,29,No,No,6,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,55.15,364.78,No,Yes,Yes,No,No,No,No,0,0
200,0315-LVCRK,Male,54,No,No,11,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,1225.02,No,No,No,Yes,No,No,Yes,0,0
201,0318-QUUOB,Male,25,Yes,No,1,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,124.22,No,No,No,No,No,Yes,No,1,1
202,0318-ZOPWS,Female,31,Yes,No,49,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,20.15,1111.53,No,No,No,No,No,No,No,0,0
203,0319-QZTCO,Female,25,Yes,Yes,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,58.7,203.01,No,No,Yes,No,No,Yes,No,0,0
204,0320-DWVTU,Female,46,No,No,53,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,7733.46,No,Yes,Yes,Yes,Yes,No,Yes,0,0
205,0320-JDNQG,Male,28,Yes,No,23,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,3204.15,No,Yes,No,No,Yes,Yes,Yes,1,5
206,0322-CHQRU,Male,63,No,No,2,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,140.48,No,No,No,No,No,No,No,1,1
207,0322-YINQP,Male,37,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,48.55,59.9,No,Yes,No,No,No,No,No,1,3
208,0323-XWWTN,Male,44,No,Yes,3,Yes,No,No,No,Two Year,Yes,Credit Card,26.4,222.86,Yes,No,No,No,No,No,No,0,0
209,0324-BRPCJ,Female,74,Yes,No,68,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,8302.09,Yes,No,Yes,No,No,Yes,Yes,1,1
210,0325-XBFAC,Male,44,No,No,8,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,976.22,No,No,No,Yes,No,Yes,Yes,1,1
211,0326-VDYXE,Female,21,Yes,No,70,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,8228.7,Yes,No,No,Yes,No,Yes,Yes,0,0
212,0327-WFZSY,Male,62,Yes,Yes,39,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,4509.86,Yes,No,No,Yes,No,Yes,Yes,0,0
213,0328-GRPMV,Female,43,No,No,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,87.47,No,No,No,No,No,No,No,1,1
214,0329-GTIAJ,Female,40,No,No,3,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,405.84,No,No,Yes,No,Yes,Yes,Yes,1,4
215,0330-BGYZE,Male,48,Yes,No,60,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,7310.8,Yes,No,Yes,Yes,No,Yes,Yes,0,0
216,0330-IVZHA,Female,55,Yes,No,5,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,415.55,No,No,No,No,No,No,No,1,3
217,0334-GDDSO,Male,77,No,No,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,261.36,Yes,No,Yes,No,No,No,No,1,1
218,0334-ZFJSR,Female,41,Yes,No,55,Yes,Yes,No,No,One Year,Yes,Credit Card,66.05,5513.47,Yes,Yes,Yes,No,Yes,No,No,0,0
219,0336-KXKFK,Male,43,No,No,72,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,No,Yes,No,Yes,Yes,Yes,Yes,0,0
220,0336-PIKEI,Male,69,Yes,No,72,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,74.4,5880.19,No,Yes,Yes,Yes,Yes,Yes,No,0,0
221,0337-CNPZE,Female,63,No,No,41,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,5001.08,Yes,No,Yes,Yes,No,Yes,Yes,1,4
222,0343-QLUZP,Male,38,No,No,60,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,39.6,2386.04,No,Yes,Yes,Yes,No,No,No,0,0
223,0345-HKJVM,Female,43,No,No,6,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,593.2,No,No,No,No,No,Yes,Yes,1,5
224,0345-XMMUG,Female,29,Yes,No,46,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4946.3,Yes,No,Yes,Yes,Yes,Yes,Yes,0,0
225,0347-UBKUZ,Female,46,No,No,15,Yes,No,No,No,Month-to-Month,No,Mailed Check,19.9,361.55,No,No,No,No,No,No,No,0,0
226,0348-SDKOL,Female,33,Yes,No,58,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,6188.98,Yes,No,No,Yes,Yes,Yes,Yes,1,1
227,0354-VXMJC,Male,60,Yes,Yes,23,Yes,No,No,No,Two Year,No,Credit Card,19.6,1209.57,No,No,No,No,No,No,No,0,0
228,0354-WYROK,Female,70,Yes,No,31,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,4397.75,No,No,No,Yes,Yes,Yes,Yes,1,5
229,0356-ERHVT,Male,54,Yes,No,11,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,664.35,No,No,No,No,No,No,No,0,0
230,0356-OBMAC,Female,80,No,No,56,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,6676.78,Yes,No,Yes,Yes,Yes,Yes,No,0,0
231,0357-NVCRI,Female,41,No,Yes,25,Yes,No,No,No,Month-to-Month,No,Credit Card,20.05,793.45,No,No,No,No,No,No,No,0,0
232,0361-HJRDX,Female,38,No,No,68,No,Yes,Yes,No,Two Year,No,Credit Card,-8.0,4669.6,No,Yes,Yes,Yes,Yes,Yes,Yes,0,0
233,0362-RAOQO,Female,48,No,No,40,Yes,No,No,No,Two Year,No,Credit Card,19.65,1871.45,No,No,No,No,No,No,No,0,0
234,0362-ZBZWJ,Male,46,No,No,36,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3954.96,Yes,No,No,No,No,No,Yes,1,3
235,0363-QJVFX,Male,22,No,No,32,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,4318.98,Yes,Yes,Yes,No,Yes,Yes,Yes,1,3
236,0363-SVHYR,Male,28,Yes,Yes,71,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6981.61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
237,0365-BZUWY,Male,58,Yes,No,17,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.55,1914.37,Yes,No,Yes,Yes,No,Yes,Yes,0,0
238,0365-GXEZS,Male,55,Yes,No,18,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,2040.97,No,No,No,Yes,Yes,No,No,0,0
239,0365-TRTPY,Female,52,No,No,37,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3816.31,Yes,Yes,Yes,Yes,No,No,No,0,0
240,0366-NQSHS,Male,42,No,No,2,Yes,No,No,No,Month-to-Month,No,Credit Card,19.35,135.03,No,No,No,No,No,No,No,0,0
241,0369-ZGOVK,Female,56,Yes,Yes,28,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,70.4,2354.52,No,No,No,No,No,No,No,0,0
242,0373-AIVNJ,Male,34,No,No,9,No,Yes,No,Yes,One Year,No,Credit Card,39.55,373.0,No,Yes,Yes,Yes,No,No,No,0,0
243,0374-AACSZ,Female,63,No,No,1,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,50.15,138.48,No,Yes,No,No,No,No,No,0,0
244,0374-FIUCA,Male,59,Yes,No,65,Yes,No,No,No,Two Year,Yes,Credit Card,20.4,2939.35,No,No,No,No,No,No,No,0,0
245,0374-IOEGQ,Female,62,No,No,3,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,44.6,169.47,No,No,No,No,No,No,No,0,0
246,0375-HVGXO,Female,31,No,No,1,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,No,No,No,No,No,Yes,No,1,5
247,0376-OIWME,Male,24,Yes,No,36,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.6,4837.37,No,Yes,No,No,No,Yes,Yes,0,0
248,0376-YMCJC,Male,21,No,No,23,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,2828.34,Yes,No,No,No,Yes,Yes,No,1,1
249,0377-JBKKT,Male,21,Yes,Yes,22,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,57.95,2208.56,No,Yes,Yes,No,Yes,No,No,0,0
250,0378-CJKPV,Female,56,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,8275.39,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
251,0378-NHQXU,Female,31,Yes,No,17,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,88.25,1765.12,Yes,No,No,Yes,No,Yes,No,1,5
252,0378-TOVMS,Female,20,No,No,3,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.8,304.0,No,No,No,No,Yes,No,Yes,1,1
253,0378-XSZPU,Male,31,Yes,No,58,Yes,Yes,No,Yes,One Year,No,Credit Card,60.3,4562.56,No,Yes,Yes,Yes,No,No,No,1,2
254,0379-DJQHR,Male,60,Yes,No,67,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,8430.35,No,Yes,Yes,Yes,No,Yes,Yes,0,0
255,0380-NEAVX,Male,72,No,No,34,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.85,4533.15,No,No,Yes,Yes,No,Yes,Yes,0,0
256,0380-ZCSBI,Male,56,No,No,10,Yes,No,No,No,Month-to-Month,No,Credit Card,20.0,242.9,No,No,No,No,No,No,No,0,0
257,0383-CLDDA,Female,42,No,No,69,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.35,7171.83,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
258,0384-LPITE,Male,38,No,No,40,No,Yes,Yes,Yes,One Year,No,Credit Card,62.05,2511.55,No,Yes,Yes,Yes,No,Yes,Yes,0,0
259,0384-RVBPI,Male,64,No,No,20,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,64.4,1650.6,No,Yes,No,Yes,No,No,Yes,0,0
260,0386-CWRGM,Female,61,Yes,Yes,46,Yes,No,No,No,Two Year,No,Credit Card,19.4,3152.85,No,No,No,No,No,No,No,0,0
261,0388-EOPEX,Female,28,Yes,No,2,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,158.98,No,Yes,No,No,No,No,No,1,3
262,0390-DCFDQ,Female,76,Yes,Yes,1,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,70.45,85.73,No,No,No,No,No,No,No,1,5
263,0392-BZIUW,Female,44,Yes,No,72,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.0,8063.56,Yes,Yes,No,Yes,No,Yes,Yes,0,0
264,0394-YONDK,Male,28,Yes,Yes,70,Yes,No,No,No,Two Year,No,Credit Card,25.15,1875.55,Yes,No,No,No,No,No,No,0,0
265,0396-HUJBP,Female,34,No,No,2,Yes,No,No,No,Month-to-Month,No,Credit Card,19.3,144.22,No,No,No,No,No,No,No,0,0
266,0396-UKGAI,Male,25,No,Yes,23,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1320.54,No,No,Yes,No,Yes,No,No,0,0
267,0396-YCHWO,Male,58,Yes,No,36,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4935.08,Yes,No,No,No,No,Yes,Yes,0,0
268,0397-GZBBC,Male,70,Yes,No,59,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,6202.64,Yes,No,No,No,No,Yes,Yes,1,4
269,0397-ZXWQF,Male,24,No,No,67,Yes,No,No,No,Two Year,No,Bank Withdrawal,20.5,4600.72,No,No,No,No,No,No,No,0,0
270,0401-WDBXM,Male,22,Yes,Yes,72,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.55,8152.01,Yes,Yes,No,Yes,No,Yes,Yes,0,0
271,0402-CQAJN,Female,22,No,No,37,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,4434.83,Yes,No,Yes,Yes,No,Yes,Yes,1,2
272,0402-OAMEN,Female,36,Yes,Yes,72,Yes,No,No,No,Two Year,No,Bank Withdrawal,24.45,3189.42,Yes,No,No,No,No,No,No,0,0
273,0404-AHASP,Male,23,Yes,No,72,Yes,No,No,No,Two Year,No,Credit Card,19.7,3435.74,No,No,No,No,No,No,No,0,0
274,0404-SWRVG,Male,21,No,Yes,3,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,264.61,Yes,No,No,No,No,No,No,1,2
275,0406-BPDVR,Female,75,Yes,No,54,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,7181.56,Yes,No,Yes,No,No,Yes,Yes,1,4
276,0407-BDJKB,Male,59,Yes,No,60,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,7856.1,Yes,No,Yes,Yes,No,Yes,No,1,2
277,0409-WTMPL,Female,35,Yes,No,58,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.65,8727.75,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
278,0410-IPFTY,Female,64,Yes,No,31,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,3035.71,No,No,Yes,No,No,No,Yes,0,0
279,0411-EZJZE,Female,62,No,No,3,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,60.25,300.8,Yes,No,No,No,No,Yes,No,0,0
280,0412-UCCNP,Male,20,No,No,55,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,3851.25,No,Yes,No,Yes,Yes,No,No,0,0
281,0415-MOSGF,Female,58,No,No,1,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,44.4,70.93,No,No,No,No,No,No,No,1,3
282,0419-YAAPX,Male,44,Yes,No,49,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.3,4994.24,No,No,Yes,No,No,Yes,No,0,0
283,0420-BWTPW,Male,40,No,No,8,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,No,No,No,No,No,No,No,1,3
284,0420-HLGXF,Female,72,No,No,39,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,99.75,4427.17,Yes,No,No,Yes,No,Yes,Yes,0,0
285,0420-TXVSG,Male,43,Yes,No,66,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,66.1,6917.31,Yes,Yes,Yes,Yes,No,No,No,0,0
286,0422-OHQHQ,Female,23,Yes,No,15,Yes,No,No,No,One Year,No,Credit Card,20.55,815.4,No,No,No,No,No,No,No,0,0
287,0422-UXFAP,Female,34,Yes,No,51,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.85,7511.27,Yes,No,No,Yes,No,Yes,Yes,0,0
288,0423-UDIJQ,Male,74,No,No,9,Yes,Yes,No,Yes,Two Year,No,Mailed Check,49.2,511.89,No,No,No,No,Yes,No,No,0,0
289,0426-TIRNE,Female,54,No,No,1,Yes,No,No,No,Month-to-Month,No,Credit Card,20.9,36.41,No,No,No,No,No,No,No,1,2
290,0428-AXXLJ,Male,29,No,No,25,Yes,No,No,No,One Year,Yes,Bank Withdrawal,19.5,605.8,No,No,No,No,No,No,No,0,0
291,0428-IKYCP,Male,56,Yes,No,22,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.0,2921.61,No,No,No,Yes,No,Yes,No,0,0
292,0430-IHCDJ,Male,40,No,No,15,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,925.5,Yes,No,No,No,No,No,No,0,0
293,0431-APWVY,Female,37,Yes,No,28,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.1,3111.63,No,No,No,No,No,Yes,Yes,1,2
294,0432-CAJZV,Male,47,No,No,3,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.7,253.82,No,No,No,No,No,Yes,Yes,0,0
295,0434-CSFON,Female,34,Yes,No,47,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,6500.15,Yes,No,No,Yes,No,Yes,Yes,0,0
296,0436-TWFFZ,Female,21,No,No,67,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,6296.46,Yes,Yes,No,Yes,Yes,Yes,Yes,0,0
297,0439-IFYUN,Female,78,No,No,18,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,74.7,1694.22,No,No,Yes,No,No,No,No,0,0
298,0440-EKDCF,Male,47,Yes,No,62,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,60.15,5842.6,No,No,Yes,Yes,Yes,No,No,0,0
299,0440-MOGPM,Female,51,No,No,41,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.55,3516.46,Yes,No,Yes,Yes,No,Yes,Yes,0,0
300,0440-QEXBZ,Female,64,No,No,44,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2949.58,Yes,No,No,No,No,No,No,0,0
301,0440-UEDAI,Female,59,No,No,53,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,6838.39,No,No,Yes,Yes,Yes,No,Yes,0,0
302,0442-TDYUO,Male,44,Yes,No,48,Yes,No,No,No,Two Year,Yes,Credit Card,20.05,2622.88,No,No,No,No,No,No,No,0,0
303,0442-ZXKVS,Female,79,Yes,No,54,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,8791.39,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0
304,0447-BEMNG,Female,28,Yes,No,48,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.3,2285.0,No,Yes,No,Yes,No,No,Yes,1,4
305,0447-RXSGD,Male,39,No,No,24,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,3021.17,Yes,No,Yes,No,No,Yes,Yes,0,0
306,0454-OKRCT,Male,32,No,No,33,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,80.6,3801.15,No,No,Yes,No,Yes,No,No,0,0
307,0455-ENTCR,Male,58,Yes,No,66,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,8366.45,Yes,Yes,Yes,No,Yes,Yes,Yes,0,0
308,0455-XFASS,Female,61,Yes,Yes,3,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,171.41,No,No,No,No,No,No,No,0,0
309,0458-HEUZG,Female,58,No,No,13,No,Yes,No,No,Two Year,No,Credit Card,35.4,550.4,No,No,No,Yes,Yes,No,No,0,0
310,0459-SPZHJ,Male,19,Yes,No,63,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,83.5,6282.35,Yes,Yes,Yes,Yes,No,Yes,Yes,0,0
311,0461-CVKMU,Female,45,Yes,No,23,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,2792.88,No,No,Yes,Yes,Yes,No,No,1,3
312,0463-TXOAK,Male,26,No,Yes,52,Yes,No,No,No,Two Year,No,Credit Card,25.6,2536.74,Yes,No,No,No,No,No,No,0,0
313,0463-WZZKO,Male,23,No,No,3,Yes,No,No,No,Month-to-Month,Yes,Credit Card,20.75,116.27,No,No,No,No,No,No,No,0,0
